id,value,location,sample date,measure
2466,6,Boonsri,11-Jul-98,Dissolved oxygen
2828,7.7,Boonsri,11-Jul-98,Dissolved oxygen
5289,7.42,Chai,23-Jul-98,Dissolved oxygen
5773,7.8,Chai,23-Jul-98,Dissolved oxygen
6251,7.8,Chai,23-Jul-98,Dissolved oxygen
8536,7.52,Kannika,26-Jul-98,Dissolved oxygen
9017,7.4,Kannika,26-Jul-98,Dissolved oxygen
9500,7.61,Kannika,26-Jul-98,Dissolved oxygen
2506,6.8,Boonsri,08-Aug-98,Dissolved oxygen
2869,7,Boonsri,08-Aug-98,Dissolved oxygen
4891,2.6,Kohsoom,22-Aug-98,Dissolved oxygen
5335,5.9,Chai,23-Aug-98,Dissolved oxygen
5813,6.4,Chai,23-Aug-98,Dissolved oxygen
6291,6.1,Chai,23-Aug-98,Dissolved oxygen
6573,6,Somchair,24-Aug-98,Dissolved oxygen
8582,6.3,Kannika,25-Aug-98,Dissolved oxygen
9057,6.7,Kannika,25-Aug-98,Dissolved oxygen
9540,6.3,Kannika,25-Aug-98,Dissolved oxygen
9949,6.6,Sakda,26-Aug-98,Dissolved oxygen
2546,7.8,Boonsri,05-Sep-98,Dissolved oxygen
2909,7.8,Boonsri,05-Sep-98,Dissolved oxygen
8622,6.83,Kannika,20-Sep-98,Dissolved oxygen
9097,7.6,Kannika,20-Sep-98,Dissolved oxygen
9580,7.15,Kannika,20-Sep-98,Dissolved oxygen
5375,7.48,Chai,27-Sep-98,Dissolved oxygen
5853,7.14,Chai,27-Sep-98,Dissolved oxygen
6331,7.34,Chai,27-Sep-98,Dissolved oxygen
4931,8.7,Kohsoom,01-Oct-98,Dissolved oxygen
2586,9.1,Boonsri,03-Oct-98,Dissolved oxygen
2949,9.8,Boonsri,03-Oct-98,Dissolved oxygen
8662,8.6,Kannika,23-Oct-98,Dissolved oxygen
9137,9,Kannika,23-Oct-98,Dissolved oxygen
9620,8.7,Kannika,23-Oct-98,Dissolved oxygen
9746,8.6,Sakda,24-Oct-98,Dissolved oxygen
9989,8.8,Sakda,24-Oct-98,Dissolved oxygen
10109,8.6,Sakda,24-Oct-98,Dissolved oxygen
6733,9.5,Busarakhan,29-Oct-98,Dissolved oxygen
5415,8.4,Chai,30-Oct-98,Dissolved oxygen
5893,8.6,Chai,30-Oct-98,Dissolved oxygen
6371,8.5,Chai,30-Oct-98,Dissolved oxygen
6613,8.9,Somchair,30-Oct-98,Dissolved oxygen
2626,9.3,Boonsri,07-Nov-98,Dissolved oxygen
2989,9,Boonsri,07-Nov-98,Dissolved oxygen
4971,9.8,Kohsoom,14-Nov-98,Dissolved oxygen
8702,10.3,Kannika,20-Nov-98,Dissolved oxygen
9177,9,Kannika,20-Nov-98,Dissolved oxygen
9660,9,Kannika,20-Nov-98,Dissolved oxygen
9786,8.46,Sakda,20-Nov-98,Dissolved oxygen
10029,8.13,Sakda,20-Nov-98,Dissolved oxygen
10149,7.93,Sakda,20-Nov-98,Dissolved oxygen
5455,8.87,Chai,26-Nov-98,Dissolved oxygen
5933,9.09,Chai,26-Nov-98,Dissolved oxygen
6411,10.03,Chai,26-Nov-98,Dissolved oxygen
6653,9.1,Somchair,28-Nov-98,Dissolved oxygen
6773,12.08,Busarakhan,28-Nov-98,Dissolved oxygen
2666,10,Boonsri,05-Dec-98,Dissolved oxygen
3029,10.1,Boonsri,05-Dec-98,Dissolved oxygen
9826,8.98,Sakda,10-Dec-98,Dissolved oxygen
10069,8.9,Sakda,10-Dec-98,Dissolved oxygen
10189,8.5,Sakda,10-Dec-98,Dissolved oxygen
5011,8.8,Kohsoom,13-Dec-98,Dissolved oxygen
9217,9.9,Kannika,17-Dec-98,Dissolved oxygen
9700,9.7,Kannika,17-Dec-98,Dissolved oxygen
5495,0,Chai,18-Dec-98,Dissolved oxygen
5973,0,Chai,18-Dec-98,Dissolved oxygen
6451,0,Chai,18-Dec-98,Dissolved oxygen
6693,0,Somchair,19-Dec-98,Dissolved oxygen
6813,0,Busarakhan,19-Dec-98,Dissolved oxygen
40974,10.6,Boonsri,09-Jan-99,Dissolved oxygen
41727,10.2,Boonsri,09-Jan-99,Dissolved oxygen
42108,10.6,Boonsri,09-Jan-99,Dissolved oxygen
45716,6.2,Kohsoom,16-Jan-99,Dissolved oxygen
52434,10.4,Sakda,16-Jan-99,Dissolved oxygen
52855,10.4,Sakda,16-Jan-99,Dissolved oxygen
53616,10.4,Sakda,16-Jan-99,Dissolved oxygen
50859,10.4,Kannika,21-Jan-99,Dissolved oxygen
51276,10.4,Kannika,21-Jan-99,Dissolved oxygen
52033,10.4,Kannika,21-Jan-99,Dissolved oxygen
48080,13.5,Somchair,27-Jan-99,Dissolved oxygen
48848,11,Busarakhan,27-Jan-99,Dissolved oxygen
46110,11,Chai,30-Jan-99,Dissolved oxygen
46902,11,Chai,30-Jan-99,Dissolved oxygen
47306,11,Chai,30-Jan-99,Dissolved oxygen
40998,11.1,Boonsri,11-Feb-99,Dissolved oxygen
41757,11,Boonsri,11-Feb-99,Dissolved oxygen
42132,11.1,Boonsri,11-Feb-99,Dissolved oxygen
45748,5.6,Kohsoom,13-Feb-99,Dissolved oxygen
46149,10.9,Chai,18-Feb-99,Dissolved oxygen
46940,12.4,Chai,18-Feb-99,Dissolved oxygen
47344,11.7,Chai,18-Feb-99,Dissolved oxygen
48117,13.1,Somchair,20-Feb-99,Dissolved oxygen
48885,14.4,Busarakhan,20-Feb-99,Dissolved oxygen
50892,9.1,Kannika,26-Feb-99,Dissolved oxygen
51310,8.9,Kannika,26-Feb-99,Dissolved oxygen
52066,8.9,Kannika,26-Feb-99,Dissolved oxygen
52467,8.7,Sakda,27-Feb-99,Dissolved oxygen
52887,9,Sakda,27-Feb-99,Dissolved oxygen
53649,8.3,Sakda,27-Feb-99,Dissolved oxygen
41033,10.8,Boonsri,11-Mar-99,Dissolved oxygen
41791,10.6,Boonsri,11-Mar-99,Dissolved oxygen
42166,10.7,Boonsri,11-Mar-99,Dissolved oxygen
45778,9.7,Kohsoom,13-Mar-99,Dissolved oxygen
46188,9.5,Chai,17-Mar-99,Dissolved oxygen
46978,9.5,Chai,17-Mar-99,Dissolved oxygen
47382,11.4,Chai,17-Mar-99,Dissolved oxygen
48153,11.3,Somchair,19-Mar-99,Dissolved oxygen
48921,9.3,Busarakhan,19-Mar-99,Dissolved oxygen
50927,9.2,Kannika,24-Mar-99,Dissolved oxygen
51344,9.2,Kannika,24-Mar-99,Dissolved oxygen
52099,9.3,Kannika,24-Mar-99,Dissolved oxygen
52503,11,Sakda,25-Mar-99,Dissolved oxygen
52922,9.1,Sakda,25-Mar-99,Dissolved oxygen
53683,8.2,Sakda,25-Mar-99,Dissolved oxygen
41069,9.7,Boonsri,16-Apr-99,Dissolved oxygen
41823,9.8,Boonsri,16-Apr-99,Dissolved oxygen
42199,9.8,Boonsri,16-Apr-99,Dissolved oxygen
45814,5.2,Kohsoom,22-Apr-99,Dissolved oxygen
46226,9.1,Chai,22-Apr-99,Dissolved oxygen
47014,9.2,Chai,22-Apr-99,Dissolved oxygen
47419,8.9,Chai,22-Apr-99,Dissolved oxygen
48189,6.8,Somchair,23-Apr-99,Dissolved oxygen
48957,8.8,Busarakhan,23-Apr-99,Dissolved oxygen
50964,8.7,Kannika,23-Apr-99,Dissolved oxygen
51378,8.8,Kannika,23-Apr-99,Dissolved oxygen
52134,8.8,Kannika,23-Apr-99,Dissolved oxygen
52541,8.8,Sakda,26-Apr-99,Dissolved oxygen
52956,9,Sakda,26-Apr-99,Dissolved oxygen
53718,8.7,Sakda,26-Apr-99,Dissolved oxygen
41102,8.6,Boonsri,13-May-99,Dissolved oxygen
41854,8.5,Boonsri,13-May-99,Dissolved oxygen
42233,8,Boonsri,13-May-99,Dissolved oxygen
45846,8.8,Kohsoom,15-May-99,Dissolved oxygen
46260,8.5,Chai,20-May-99,Dissolved oxygen
47046,8,Chai,20-May-99,Dissolved oxygen
47452,8.7,Chai,20-May-99,Dissolved oxygen
52571,7.3,Sakda,26-May-99,Dissolved oxygen
52986,7.4,Sakda,26-May-99,Dissolved oxygen
53749,6.4,Sakda,26-May-99,Dissolved oxygen
48219,7.8,Somchair,27-May-99,Dissolved oxygen
48987,6.5,Busarakhan,27-May-99,Dissolved oxygen
50995,7.4,Kannika,28-May-99,Dissolved oxygen
51409,6.9,Kannika,28-May-99,Dissolved oxygen
52167,6.4,Kannika,28-May-99,Dissolved oxygen
41137,8.4,Boonsri,06-Jun-99,Dissolved oxygen
41887,8.2,Boonsri,06-Jun-99,Dissolved oxygen
42267,8.2,Boonsri,06-Jun-99,Dissolved oxygen
45879,2.9,Kohsoom,18-Jun-99,Dissolved oxygen
46294,6,Chai,19-Jun-99,Dissolved oxygen
47079,6.3,Chai,19-Jun-99,Dissolved oxygen
47486,6.1,Chai,19-Jun-99,Dissolved oxygen
48250,5.5,Somchair,22-Jun-99,Dissolved oxygen
49020,7,Busarakhan,22-Jun-99,Dissolved oxygen
51029,6.2,Kannika,23-Jun-99,Dissolved oxygen
51441,6.5,Kannika,23-Jun-99,Dissolved oxygen
52201,6.3,Kannika,23-Jun-99,Dissolved oxygen
52609,6.4,Sakda,25-Jun-99,Dissolved oxygen
53023,6.5,Sakda,25-Jun-99,Dissolved oxygen
53782,6.3,Sakda,25-Jun-99,Dissolved oxygen
41168,6.9,Boonsri,22-Jul-99,Dissolved oxygen
41917,7.11,Boonsri,22-Jul-99,Dissolved oxygen
42297,6.8,Boonsri,22-Jul-99,Dissolved oxygen
46334,6.8,Chai,22-Jul-99,Dissolved oxygen
47110,7,Chai,22-Jul-99,Dissolved oxygen
47517,6.6,Chai,22-Jul-99,Dissolved oxygen
45917,7.8,Kohsoom,24-Jul-99,Dissolved oxygen
48283,8,Somchair,24-Jul-99,Dissolved oxygen
49058,6.7,Busarakhan,24-Jul-99,Dissolved oxygen
51069,6.5,Kannika,25-Jul-99,Dissolved oxygen
51473,6.2,Kannika,25-Jul-99,Dissolved oxygen
52233,6.5,Kannika,25-Jul-99,Dissolved oxygen
53813,7.4,Sakda,26-Jul-99,Dissolved oxygen
52648,5.8,Sakda,28-Jul-99,Dissolved oxygen
53055,5.6,Sakda,28-Jul-99,Dissolved oxygen
53851,5.6,Sakda,28-Jul-99,Dissolved oxygen
41200,6.9,Boonsri,19-Aug-99,Dissolved oxygen
41948,7.1,Boonsri,19-Aug-99,Dissolved oxygen
42329,6.9,Boonsri,19-Aug-99,Dissolved oxygen
45954,2.3,Kohsoom,28-Aug-99,Dissolved oxygen
46373,6,Chai,28-Aug-99,Dissolved oxygen
47141,6.1,Chai,28-Aug-99,Dissolved oxygen
47549,6,Chai,28-Aug-99,Dissolved oxygen
48321,5.4,Somchair,29-Aug-99,Dissolved oxygen
49096,6.8,Busarakhan,30-Aug-99,Dissolved oxygen
51108,6.1,Kannika,30-Aug-99,Dissolved oxygen
51504,6.4,Kannika,30-Aug-99,Dissolved oxygen
52265,6.3,Kannika,30-Aug-99,Dissolved oxygen
52687,6.2,Sakda,31-Aug-99,Dissolved oxygen
53086,6.5,Sakda,31-Aug-99,Dissolved oxygen
53883,6.3,Sakda,31-Aug-99,Dissolved oxygen
41231,6.7,Boonsri,16-Sep-99,Dissolved oxygen
41978,7,Boonsri,16-Sep-99,Dissolved oxygen
42336,6.6,Boonsri,16-Sep-99,Dissolved oxygen
46405,7.5,Chai,16-Sep-99,Dissolved oxygen
47172,7.7,Chai,16-Sep-99,Dissolved oxygen
47581,7.5,Chai,16-Sep-99,Dissolved oxygen
45984,3.8,Kohsoom,18-Sep-99,Dissolved oxygen
48351,7.5,Somchair,18-Sep-99,Dissolved oxygen
49126,8.3,Busarakhan,18-Sep-99,Dissolved oxygen
51140,6.4,Kannika,19-Sep-99,Dissolved oxygen
51535,6.8,Kannika,19-Sep-99,Dissolved oxygen
52297,6.8,Kannika,19-Sep-99,Dissolved oxygen
52719,6.8,Sakda,21-Sep-99,Dissolved oxygen
53117,7.1,Sakda,21-Sep-99,Dissolved oxygen
53915,6.2,Sakda,21-Sep-99,Dissolved oxygen
41266,8.8,Boonsri,10-Oct-99,Dissolved oxygen
42012,8.6,Boonsri,10-Oct-99,Dissolved oxygen
42343,8.8,Boonsri,10-Oct-99,Dissolved oxygen
46015,3.7,Kohsoom,20-Oct-99,Dissolved oxygen
46437,8.6,Chai,21-Oct-99,Dissolved oxygen
47203,8.7,Chai,21-Oct-99,Dissolved oxygen
47613,8.4,Chai,21-Oct-99,Dissolved oxygen
48382,6.8,Somchair,21-Oct-99,Dissolved oxygen
49157,7.8,Busarakhan,22-Oct-99,Dissolved oxygen
51172,8.6,Kannika,22-Oct-99,Dissolved oxygen
51566,8.7,Kannika,22-Oct-99,Dissolved oxygen
52329,8.4,Kannika,22-Oct-99,Dissolved oxygen
52751,8.3,Sakda,23-Oct-99,Dissolved oxygen
53148,8.6,Sakda,23-Oct-99,Dissolved oxygen
53947,8.4,Sakda,23-Oct-99,Dissolved oxygen
41300,9.8,Boonsri,05-Nov-99,Dissolved oxygen
42045,9.3,Boonsri,05-Nov-99,Dissolved oxygen
42350,9.3,Boonsri,05-Nov-99,Dissolved oxygen
46048,5.4,Kohsoom,07-Nov-99,Dissolved oxygen
46469,8.3,Chai,18-Nov-99,Dissolved oxygen
47237,9.7,Chai,18-Nov-99,Dissolved oxygen
47646,9.4,Chai,18-Nov-99,Dissolved oxygen
48415,6.5,Somchair,20-Nov-99,Dissolved oxygen
49190,6.6,Busarakhan,20-Nov-99,Dissolved oxygen
51207,9.1,Kannika,26-Nov-99,Dissolved oxygen
51600,8,Kannika,26-Nov-99,Dissolved oxygen
52364,8,Kannika,26-Nov-99,Dissolved oxygen
52786,10.3,Sakda,26-Nov-99,Dissolved oxygen
53182,9.2,Sakda,26-Nov-99,Dissolved oxygen
53982,9.5,Sakda,26-Nov-99,Dissolved oxygen
41332,9.2,Boonsri,09-Dec-99,Dissolved oxygen
42076,9.1,Boonsri,09-Dec-99,Dissolved oxygen
42357,9.4,Boonsri,09-Dec-99,Dissolved oxygen
46504,9.1,Chai,09-Dec-99,Dissolved oxygen
47271,10.6,Chai,09-Dec-99,Dissolved oxygen
47681,10.5,Chai,09-Dec-99,Dissolved oxygen
48449,6.3,Somchair,10-Dec-99,Dissolved oxygen
49224,6.5,Busarakhan,10-Dec-99,Dissolved oxygen
46078,6.4,Kohsoom,11-Dec-99,Dissolved oxygen
52821,10.1,Sakda,15-Dec-99,Dissolved oxygen
53216,9.9,Sakda,15-Dec-99,Dissolved oxygen
54017,10.1,Sakda,15-Dec-99,Dissolved oxygen
51242,9.6,Kannika,16-Dec-99,Dissolved oxygen
51634,9.8,Kannika,16-Dec-99,Dissolved oxygen
52399,10.2,Kannika,16-Dec-99,Dissolved oxygen
96712,11.7,Boonsri,14-Jan-00,Dissolved oxygen
97474,11.8,Boonsri,14-Jan-00,Dissolved oxygen
98266,11.4,Boonsri,14-Jan-00,Dissolved oxygen
104618,11.1,Chai,14-Jan-00,Dissolved oxygen
105421,10.2,Chai,14-Jan-00,Dissolved oxygen
106213,10.7,Chai,14-Jan-00,Dissolved oxygen
107003,6.3,Somchair,15-Jan-00,Dissolved oxygen
107810,7.1,Busarakhan,15-Jan-00,Dissolved oxygen
103810,8.4,Kohsoom,16-Jan-00,Dissolved oxygen
110647,10.4,Kannika,19-Jan-00,Dissolved oxygen
111448,11,Kannika,19-Jan-00,Dissolved oxygen
112245,11,Kannika,19-Jan-00,Dissolved oxygen
113044,10.4,Sakda,19-Jan-00,Dissolved oxygen
113845,10.6,Sakda,19-Jan-00,Dissolved oxygen
114640,10.8,Sakda,19-Jan-00,Dissolved oxygen
96716,11.6,Boonsri,10-Feb-00,Dissolved oxygen
97512,11.7,Boonsri,10-Feb-00,Dissolved oxygen
98301,11.6,Boonsri,10-Feb-00,Dissolved oxygen
103845,8.7,Kohsoom,12-Feb-00,Dissolved oxygen
104655,9.3,Chai,18-Feb-00,Dissolved oxygen
105458,9.7,Chai,18-Feb-00,Dissolved oxygen
106250,9.3,Chai,18-Feb-00,Dissolved oxygen
110684,11.2,Kannika,18-Feb-00,Dissolved oxygen
111485,11.2,Kannika,18-Feb-00,Dissolved oxygen
112282,11,Kannika,18-Feb-00,Dissolved oxygen
107040,7.1,Somchair,19-Feb-00,Dissolved oxygen
107847,7.2,Busarakhan,19-Feb-00,Dissolved oxygen
113081,11.7,Sakda,19-Feb-00,Dissolved oxygen
113882,11.6,Sakda,19-Feb-00,Dissolved oxygen
114677,11.6,Sakda,19-Feb-00,Dissolved oxygen
96754,11.2,Boonsri,10-Mar-00,Dissolved oxygen
97550,11.3,Boonsri,10-Mar-00,Dissolved oxygen
98339,11.3,Boonsri,10-Mar-00,Dissolved oxygen
103883,8.6,Kohsoom,12-Mar-00,Dissolved oxygen
104692,10.3,Chai,18-Mar-00,Dissolved oxygen
105495,11.6,Chai,18-Mar-00,Dissolved oxygen
106287,10.1,Chai,18-Mar-00,Dissolved oxygen
107077,6.3,Somchair,19-Mar-00,Dissolved oxygen
107884,7.4,Busarakhan,19-Mar-00,Dissolved oxygen
113118,10.9,Sakda,23-Mar-00,Dissolved oxygen
113919,11,Sakda,23-Mar-00,Dissolved oxygen
114714,11,Sakda,23-Mar-00,Dissolved oxygen
110721,11,Kannika,24-Mar-00,Dissolved oxygen
111522,11,Kannika,24-Mar-00,Dissolved oxygen
112319,10.9,Kannika,24-Mar-00,Dissolved oxygen
96792,9.9,Boonsri,14-Apr-00,Dissolved oxygen
97585,9.9,Boonsri,14-Apr-00,Dissolved oxygen
98374,9.7,Boonsri,14-Apr-00,Dissolved oxygen
103921,8.8,Kohsoom,16-Apr-00,Dissolved oxygen
104730,8.1,Chai,28-Apr-00,Dissolved oxygen
105533,8.5,Chai,28-Apr-00,Dissolved oxygen
106325,8.3,Chai,28-Apr-00,Dissolved oxygen
107115,7.3,Somchair,28-Apr-00,Dissolved oxygen
107922,7.9,Busarakhan,29-Apr-00,Dissolved oxygen
110759,8.3,Kannika,29-Apr-00,Dissolved oxygen
111560,8.5,Kannika,29-Apr-00,Dissolved oxygen
112357,8.5,Kannika,29-Apr-00,Dissolved oxygen
113156,8.4,Sakda,29-Apr-00,Dissolved oxygen
113957,8.6,Sakda,29-Apr-00,Dissolved oxygen
114752,8.3,Sakda,29-Apr-00,Dissolved oxygen
96831,8,Boonsri,12-May-00,Dissolved oxygen
97624,8.2,Boonsri,12-May-00,Dissolved oxygen
98413,7.8,Boonsri,12-May-00,Dissolved oxygen
103960,6.4,Kohsoom,14-May-00,Dissolved oxygen
104767,7.4,Chai,19-May-00,Dissolved oxygen
105571,7.2,Chai,19-May-00,Dissolved oxygen
106363,7.7,Chai,19-May-00,Dissolved oxygen
107153,7.3,Somchair,20-May-00,Dissolved oxygen
113195,7.3,Sakda,26-May-00,Dissolved oxygen
113996,7.4,Sakda,26-May-00,Dissolved oxygen
114790,7.4,Sakda,26-May-00,Dissolved oxygen
107961,7.5,Busarakhan,27-May-00,Dissolved oxygen
110797,7.7,Kannika,27-May-00,Dissolved oxygen
111598,7.6,Kannika,27-May-00,Dissolved oxygen
112394,7.7,Kannika,27-May-00,Dissolved oxygen
96868,6.6,Boonsri,09-Jun-00,Dissolved oxygen
97660,6.8,Boonsri,09-Jun-00,Dissolved oxygen
98449,6.5,Boonsri,09-Jun-00,Dissolved oxygen
113233,6.5,Sakda,24-Jun-00,Dissolved oxygen
114034,6.4,Sakda,24-Jun-00,Dissolved oxygen
114828,6.7,Sakda,24-Jun-00,Dissolved oxygen
110835,6.3,Kannika,25-Jun-00,Dissolved oxygen
111636,6.6,Kannika,25-Jun-00,Dissolved oxygen
112432,6.4,Kannika,25-Jun-00,Dissolved oxygen
107999,6.9,Busarakhan,26-Jun-00,Dissolved oxygen
107191,5.7,Somchair,27-Jun-00,Dissolved oxygen
104805,6,Chai,28-Jun-00,Dissolved oxygen
105609,6.4,Chai,28-Jun-00,Dissolved oxygen
106401,6.2,Chai,28-Jun-00,Dissolved oxygen
103998,3.2,Kohsoom,29-Jun-00,Dissolved oxygen
96907,6.8,Boonsri,14-Jul-00,Dissolved oxygen
97699,6.9,Boonsri,14-Jul-00,Dissolved oxygen
98488,6.7,Boonsri,14-Jul-00,Dissolved oxygen
104042,6.2,Kohsoom,16-Jul-00,Dissolved oxygen
104846,7.5,Chai,21-Jul-00,Dissolved oxygen
105647,7.3,Chai,21-Jul-00,Dissolved oxygen
106438,7.8,Chai,21-Jul-00,Dissolved oxygen
107233,8,Somchair,27-Jul-00,Dissolved oxygen
108041,8.6,Busarakhan,28-Jul-00,Dissolved oxygen
110870,7.3,Kannika,28-Jul-00,Dissolved oxygen
111672,7.2,Kannika,28-Jul-00,Dissolved oxygen
112473,7.5,Kannika,28-Jul-00,Dissolved oxygen
113268,7.4,Sakda,29-Jul-00,Dissolved oxygen
114070,7.3,Sakda,29-Jul-00,Dissolved oxygen
114869,7.5,Sakda,29-Jul-00,Dissolved oxygen
96942,5.4,Boonsri,17-Aug-00,Dissolved oxygen
97734,5,Boonsri,17-Aug-00,Dissolved oxygen
98523,5.2,Boonsri,17-Aug-00,Dissolved oxygen
104083,3,Kohsoom,25-Aug-00,Dissolved oxygen
104888,4.8,Chai,26-Aug-00,Dissolved oxygen
105679,5,Chai,26-Aug-00,Dissolved oxygen
106470,4.7,Chai,26-Aug-00,Dissolved oxygen
107273,6.5,Somchair,27-Aug-00,Dissolved oxygen
108081,6.8,Busarakhan,28-Aug-00,Dissolved oxygen
110911,5.6,Kannika,28-Aug-00,Dissolved oxygen
111707,5.8,Kannika,28-Aug-00,Dissolved oxygen
112508,5.7,Kannika,28-Aug-00,Dissolved oxygen
113309,5.9,Sakda,29-Aug-00,Dissolved oxygen
114105,5.6,Sakda,29-Aug-00,Dissolved oxygen
114904,5.7,Sakda,29-Aug-00,Dissolved oxygen
96976,8.8,Boonsri,08-Sep-00,Dissolved oxygen
97769,7.7,Boonsri,08-Sep-00,Dissolved oxygen
98557,7.7,Boonsri,08-Sep-00,Dissolved oxygen
104119,4.1,Kohsoom,10-Sep-00,Dissolved oxygen
113344,7.3,Sakda,21-Sep-00,Dissolved oxygen
114139,7.3,Sakda,21-Sep-00,Dissolved oxygen
114938,7.4,Sakda,21-Sep-00,Dissolved oxygen
104922,8.1,Chai,23-Sep-00,Dissolved oxygen
105714,8.4,Chai,23-Sep-00,Dissolved oxygen
106505,8.2,Chai,23-Sep-00,Dissolved oxygen
110945,8.2,Kannika,23-Sep-00,Dissolved oxygen
111742,8,Kannika,23-Sep-00,Dissolved oxygen
112542,8,Kannika,23-Sep-00,Dissolved oxygen
107307,8.3,Somchair,24-Sep-00,Dissolved oxygen
108117,8.4,Busarakhan,24-Sep-00,Dissolved oxygen
97010,9.2,Boonsri,06-Oct-00,Dissolved oxygen
97803,9.3,Boonsri,06-Oct-00,Dissolved oxygen
98591,9.2,Boonsri,06-Oct-00,Dissolved oxygen
104154,5.4,Kohsoom,15-Oct-00,Dissolved oxygen
104957,8.2,Chai,16-Oct-00,Dissolved oxygen
105749,8.5,Chai,16-Oct-00,Dissolved oxygen
106537,8.3,Chai,16-Oct-00,Dissolved oxygen
107342,7.5,Somchair,17-Oct-00,Dissolved oxygen
108152,9.1,Busarakhan,18-Oct-00,Dissolved oxygen
110979,8.4,Kannika,18-Oct-00,Dissolved oxygen
111777,8.7,Kannika,18-Oct-00,Dissolved oxygen
112576,8.6,Kannika,18-Oct-00,Dissolved oxygen
113378,8.8,Sakda,19-Oct-00,Dissolved oxygen
114173,8.5,Sakda,19-Oct-00,Dissolved oxygen
114972,8.6,Sakda,19-Oct-00,Dissolved oxygen
97045,10,Boonsri,10-Nov-00,Dissolved oxygen
97838,10.6,Boonsri,10-Nov-00,Dissolved oxygen
98626,10.3,Boonsri,10-Nov-00,Dissolved oxygen
104188,8,Kohsoom,12-Nov-00,Dissolved oxygen
104992,10.2,Chai,18-Nov-00,Dissolved oxygen
105784,10.2,Chai,18-Nov-00,Dissolved oxygen
106571,10.6,Chai,18-Nov-00,Dissolved oxygen
107377,10.9,Somchair,23-Nov-00,Dissolved oxygen
113413,10.6,Sakda,23-Nov-00,Dissolved oxygen
114208,10.2,Sakda,23-Nov-00,Dissolved oxygen
115007,10.2,Sakda,23-Nov-00,Dissolved oxygen
108186,11.5,Busarakhan,24-Nov-00,Dissolved oxygen
111015,9.5,Kannika,25-Nov-00,Dissolved oxygen
111812,9.5,Kannika,25-Nov-00,Dissolved oxygen
112611,9.6,Kannika,25-Nov-00,Dissolved oxygen
105026,11,Chai,03-Dec-00,Dissolved oxygen
105818,10.5,Chai,03-Dec-00,Dissolved oxygen
106604,11.2,Chai,03-Dec-00,Dissolved oxygen
107411,12.7,Somchair,04-Dec-00,Dissolved oxygen
