id,value,location,sample date,measure
3445951,0.5,Sakda,10-Jul-15,Lead
3446505,0.5,Sakda,10-Jul-15,Lead
3445442,0.5,Sakda,20-Aug-15,Lead
3445994,0.5,Sakda,20-Aug-15,Lead
3446548,0.5,Sakda,20-Aug-15,Lead
3386218,0.5,Achara,22-Aug-15,Lead
3444438,0.5,Kannika,08-Oct-15,Lead
3444987,0.5,Kannika,08-Oct-15,Lead
3386301,0.5,Achara,16-Oct-15,Lead
3444483,0.5,Kannika,19-Nov-15,Lead
3445031,0.5,Kannika,19-Nov-15,Lead
3445584,0.5,Sakda,19-Nov-15,Lead
3446135,0.5,Sakda,19-Nov-15,Lead
3446690,0.5,Sakda,19-Nov-15,Lead
501364,0.504,Boonsri,07-May-04,Lead
2627423,0.52,Kohsoom,26-Mar-14,Lead
2627469,0.52,Kohsoom,23-Apr-14,Lead
603999,0.532,Chai,22-Sep-05,Lead
1616930,0.55,Decha,19-Feb-11,Lead
593561,0.558,Boonsri,24-Jun-05,Lead
2188705,0.57,Kohsoom,24-Oct-13,Lead
602373,0.574,Kohsoom,30-Jan-05,Lead
521022,0.576,Sakda,11-Dec-04,Lead
805313,0.58,Chai,07-Oct-07,Lead
1328302,0.6,Achara,16-Jan-10,Lead
1617379,0.6,Achara,18-Mar-11,Lead
2627791,0.62,Kohsoom,26-Nov-14,Lead
1616467,0.63,Busarakhan,26-Feb-11,Lead
605627,0.647,Chai,20-Oct-05,Lead
616809,0.674,Sakda,09-Sep-05,Lead
819106,0.674,Sakda,08-Dec-07,Lead
519410,0.682,Kannika,22-May-04,Lead
801909,0.69,Chai,19-Jul-07,Lead
801959,0.697,Chai,04-Aug-07,Lead
236750,0.7,Chai,10-Oct-02,Lead
1328405,0.7,Achara,19-Mar-10,Lead
520123,0.702,Kannika,22-May-04,Lead
518893,0.712,Kannika,12-Nov-04,Lead
304416,0.714,Sakda,28-Aug-03,Lead
695881,0.718,Kohsoom,29-Jan-06,Lead
805571,0.737,Chai,28-Dec-07,Lead
613924,0.748,Kannika,09-Sep-05,Lead
2566072,0.75,Busarakhan,12-Jul-14,Lead
2625057,0.75,Sakda,22-Aug-14,Lead
2625554,0.75,Sakda,22-Aug-14,Lead
2624604,0.75,Sakda,06-Sep-14,Lead
2625101,0.75,Sakda,06-Sep-14,Lead
2625598,0.75,Sakda,06-Sep-14,Lead
2623150,0.75,Kannika,11-Sep-14,Lead
2625645,0.75,Sakda,12-Sep-14,Lead
2566333,0.75,Busarakhan,10-Oct-14,Lead
2624698,0.75,Sakda,15-Oct-14,Lead
2625195,0.75,Sakda,15-Oct-14,Lead
2625692,0.75,Sakda,15-Oct-14,Lead
2623791,0.75,Kannika,11-Dec-14,Lead
805521,0.757,Chai,20-Dec-07,Lead
788158,0.761,Boonsri,10-May-07,Lead
618756,0.769,Sakda,09-Sep-05,Lead
2188651,0.78,Kohsoom,26-Sep-13,Lead
615871,0.796,Kannika,09-Sep-05,Lead
594030,0.803,Boonsri,06-Nov-05,Lead
234885,0.81,Kohsoom,10-Oct-02,Lead
237694,0.81,Chai,10-Oct-02,Lead
1349118,0.81,Kannika,10-Jan-10,Lead
593671,0.812,Boonsri,22-Jul-05,Lead
686510,0.815,Boonsri,27-Jan-06,Lead
521571,0.827,Sakda,22-May-04,Lead
1324848,0.83,Boonsri,23-Jun-10,Lead
2627515,0.85,Kohsoom,28-May-14,Lead
802288,0.855,Chai,30-Nov-07,Lead
804556,0.858,Chai,27-Jan-07,Lead
1007720,0.87,Chai,16-Nov-09,Lead
2221392,0.87,Kohsoom,25-Jan-12,Lead
803528,0.885,Chai,19-Jul-07,Lead
237370,0.89,Chai,15-Apr-02,Lead
2188596,0.89,Kohsoom,22-Aug-13,Lead
520995,0.891,Sakda,12-Nov-04,Lead
1328707,0.9,Achara,17-Sep-10,Lead
1342025,0.9,Chai,13-Oct-10,Lead
1617538,0.9,Achara,27-May-11,Lead
293420,0.916,Boonsri,18-Dec-03,Lead
911783,0.92,Kannika,12-Oct-08,Lead
2221916,0.92,Kohsoom,15-Dec-12,Lead
304728,0.926,Sakda,24-Jul-03,Lead
1343229,0.93,Chai,13-Oct-10,Lead
702078,0.94,Busarakhan,25-Feb-06,Lead
1344429,0.94,Chai,13-Oct-10,Lead
2166162,0.94,Decha,18-May-13,Lead
614921,0.941,Kannika,09-Sep-05,Lead
1006452,0.95,Chai,05-Dec-09,Lead
803587,0.959,Chai,04-Aug-07,Lead
913270,0.96,Sakda,23-Feb-08,Lead
787891,0.963,Boonsri,09-Mar-07,Lead
815757,0.965,Kannika,21-Nov-07,Lead
1326198,0.97,Boonsri,19-May-10,Lead
2166475,0.97,Decha,21-Nov-13,Lead
1349269,0.98,Kannika,08-Apr-10,Lead
1343845,0.98,Chai,16-Apr-10,Lead
1349978,0.98,Kannika,19-Jun-10,Lead
300086,0.982,Chai,10-Jul-03,Lead
2444,1,Boonsri,06-Jun-98,Lead
6230,1,Chai,28-Jun-98,Lead
9927,1,Sakda,30-Jun-98,Lead
9846,1,Sakda,10-Dec-98,Lead
5515,1,Chai,18-Dec-98,Lead
5993,1,Chai,18-Dec-98,Lead
6713,1,Somchair,19-Dec-98,Lead
6833,1,Busarakhan,19-Dec-98,Lead
41054,1,Boonsri,11-Mar-99,Lead
906167,1,Busarakhan,03-Feb-08,Lead
1005818,1,Chai,21-May-09,Lead
1022897,1,Kannika,11-Jul-09,Lead
1025175,1,Sakda,11-Jul-09,Lead
1020711,1,Kannika,08-Aug-09,Lead
1024117,1,Sakda,08-Aug-09,Lead
1010699,1,Busarakhan,14-Nov-09,Lead
1328558,1,Achara,17-Jun-10,Lead
1349421,1,Kannika,18-Jul-10,Lead
1324908,1,Boonsri,24-Jul-10,Lead
1325642,1,Boonsri,24-Jul-10,Lead
1326312,1,Boonsri,24-Jul-10,Lead
1341922,1,Chai,04-Sep-10,Lead
1325082,1,Boonsri,29-Sep-10,Lead
1325816,1,Boonsri,29-Sep-10,Lead
1326486,1,Boonsri,29-Sep-10,Lead
1328812,1,Achara,19-Nov-10,Lead
1635515,1,Kannika,15-Jan-11,Lead
1617264,1,Achara,21-Jan-11,Lead
1616426,1,Busarakhan,30-Jan-11,Lead
1617313,1,Achara,11-Feb-11,Lead
1617344,1,Achara,18-Feb-11,Lead
1617412,1,Achara,31-Mar-11,Lead
1616541,1,Busarakhan,13-Apr-11,Lead
1617609,1,Achara,17-Jun-11,Lead
1617665,1,Achara,14-Jul-11,Lead
1617721,1,Achara,11-Aug-11,Lead
3443652,1.01,Kannika,14-May-15,Lead
3443789,1.01,Kannika,19-Aug-15,Lead
805416,1.017,Chai,23-Nov-07,Lead
914225,1.02,Sakda,23-Feb-08,Lead
3302259,1.02,Sakda,03-Sep-16,Lead
3303329,1.02,Sakda,03-Sep-16,Lead
239046,1.03,Busarakhan,22-Jun-02,Lead
518790,1.04,Kannika,10-Jul-04,Lead
3444342,1.04,Kannika,19-Aug-15,Lead
3444890,1.04,Kannika,19-Aug-15,Lead
3300810,1.04,Kannika,11-Feb-16,Lead
514576,1.042,Somchair,19-Jun-04,Lead
791099,1.042,Boonsri,10-May-07,Lead
503872,1.044,Boonsri,23-Jul-04,Lead
3446735,1.05,Sakda,10-Dec-15,Lead
789729,1.053,Boonsri,24-May-07,Lead
3301661,1.06,Kannika,07-Aug-16,Lead
616858,1.068,Sakda,14-Oct-05,Lead
510839,1.073,Kohsoom,28-Nov-04,Lead
512692,1.074,Chai,12-Jul-04,Lead
593945,1.076,Boonsri,02-Oct-05,Lead
513713,1.077,Chai,18-Jun-04,Lead
515351,1.08,Busarakhan,19-Jun-04,Lead
2161695,1.086,Boonsri,26-Sep-13,Lead
2161774,1.086,Boonsri,18-Oct-13,Lead
3443929,1.09,Kannika,19-Nov-15,Lead
235476,1.1,Chai,15-Apr-02,Lead
915190,1.1,Sakda,23-Feb-08,Lead
1006066,1.1,Chai,23-Aug-09,Lead
1007814,1.1,Chai,05-Dec-09,Lead
1341525,1.1,Chai,09-May-10,Lead
1324794,1.1,Boonsri,19-May-10,Lead
1341635,1.1,Chai,17-Jun-10,Lead
1349369,1.1,Kannika,19-Jun-10,Lead
1352414,1.1,Sakda,19-Jun-10,Lead
1343126,1.1,Chai,04-Sep-10,Lead
1615947,1.1,Somchair,30-Jan-11,Lead
1617504,1.1,Achara,13-May-11,Lead
1617823,1.1,Achara,08-Oct-11,Lead
2166262,1.1,Decha,18-Jul-13,Lead
2166822,1.1,Achara,16-Aug-13,Lead
2627377,1.1,Kohsoom,28-Feb-14,Lead
502729,1.101,Boonsri,23-Jul-04,Lead
501465,1.109,Boonsri,25-Jun-04,Lead
2166383,1.11,Decha,19-Sep-13,Lead
3444204,1.11,Kannika,14-May-15,Lead
234774,1.12,Kohsoom,29-Jun-02,Lead
293907,1.12,Boonsri,23-Oct-03,Lead
805469,1.123,Chai,30-Nov-07,Lead
2563242,1.126,Boonsri,23-Oct-14,Lead
235500,1.13,Chai,25-Apr-02,Lead
503738,1.13,Boonsri,28-May-04,Lead
790000,1.13,Boonsri,19-Jul-07,Lead
3444752,1.13,Kannika,14-May-15,Lead
515311,1.134,Busarakhan,30-May-04,Lead
2563618,1.139,Boonsri,24-Feb-14,Lead
229536,1.14,Boonsri,27-Sep-02,Lead
512564,1.149,Chai,16-May-04,Lead
521809,1.149,Sakda,11-Dec-04,Lead
242883,1.15,Kannika,12-Oct-02,Lead
243579,1.15,Kannika,12-Oct-02,Lead
2567074,1.15,Decha,20-Nov-14,Lead
816592,1.175,Sakda,07-Jul-07,Lead
244168,1.18,Sakda,22-Jun-02,Lead
802339,1.187,Chai,20-Dec-07,Lead
2567019,1.19,Decha,18-Oct-14,Lead
593135,1.2,Boonsri,24-Feb-05,Lead
912689,1.2,Kannika,12-Oct-08,Lead
1007206,1.2,Chai,21-May-09,Lead
1021740,1.2,Kannika,11-Jul-09,Lead
1024054,1.2,Sakda,11-Jul-09,Lead
1026296,1.2,Sakda,11-Jul-09,Lead
1025238,1.2,Sakda,08-Aug-09,Lead
1007454,1.2,Chai,23-Aug-09,Lead
1009108,1.2,Chai,16-Nov-09,Lead
1026660,1.2,Sakda,05-Dec-09,Lead
1349727,1.2,Kannika,10-Jan-10,Lead
1350945,1.2,Sakda,10-Jan-10,Lead
1351096,1.2,Sakda,08-Apr-10,Lead
1325469,1.2,Boonsri,22-Apr-10,Lead
1351753,1.2,Sakda,14-May-10,Lead
1350587,1.2,Kannika,19-Jun-10,Lead
1344141,1.2,Chai,15-Jul-10,Lead
1344326,1.2,Chai,04-Sep-10,Lead
1343328,1.2,Chai,13-Nov-10,Lead
1635621,1.2,Kannika,12-Feb-11,Lead
1643436,1.2,Kohsoom,30-Mar-11,Lead
1967823,1.2,Achara,20-Jan-12,Lead
1967985,1.2,Achara,21-Apr-12,Lead
2188207,1.2,Kohsoom,25-Jan-13,Lead
3443565,1.21,Kannika,12-Mar-15,Lead
803315,1.216,Chai,31-May-07,Lead
511838,1.22,Chai,26-Nov-04,Lead
511570,1.225,Chai,18-Jun-04,Lead
802388,1.23,Chai,28-Dec-07,Lead
3302303,1.23,Sakda,01-Oct-16,Lead
615614,1.232,Kannika,08-Apr-05,Lead
514003,1.234,Chai,05-Dec-04,Lead
802237,1.237,Chai,23-Nov-07,Lead
3303013,1.24,Sakda,11-Feb-16,Lead
3445772,1.25,Sakda,12-Mar-15,Lead
813590,1.253,Kannika,13-Dec-07,Lead
520241,1.257,Kannika,03-Sep-04,Lead
236451,1.28,Chai,25-Apr-02,Lead
791365,1.286,Boonsri,05-Jul-07,Lead
3445219,1.29,Sakda,12-Mar-15,Lead
3302124,1.29,Sakda,11-Jun-16,Lead
3301757,1.29,Kannika,02-Oct-16,Lead
1008568,1.3,Chai,21-May-09,Lead
1025512,1.3,Sakda,05-Dec-09,Lead
1351554,1.3,Sakda,10-Jan-10,Lead
1352163,1.3,Sakda,10-Jan-10,Lead
1350487,1.3,Kannika,08-Apr-10,Lead
1351705,1.3,Sakda,08-Apr-10,Lead
1342641,1.3,Chai,16-Apr-10,Lead
1349926,1.3,Kannika,14-May-10,Lead
1350535,1.3,Kannika,14-May-10,Lead
1352362,1.3,Sakda,14-May-10,Lead
1325528,1.3,Boonsri,19-May-10,Lead
1342839,1.3,Chai,17-Jun-10,Lead
1326252,1.3,Boonsri,23-Jun-10,Lead
1342937,1.3,Chai,15-Jul-10,Lead
1349475,1.3,Kannika,14-Aug-10,Lead
1350745,1.3,Kannika,02-Sep-10,Lead
1352015,1.3,Sakda,15-Oct-10,Lead
1328768,1.3,Achara,22-Oct-10,Lead
1350238,1.3,Kannika,09-Nov-10,Lead
1350847,1.3,Kannika,09-Nov-10,Lead
1328852,1.3,Achara,11-Dec-10,Lead
1635578,1.3,Kannika,10-Feb-11,Lead
1628380,1.3,Chai,11-Feb-11,Lead
1615987,1.3,Somchair,26-Feb-11,Lead
1635747,1.3,Kannika,06-Apr-11,Lead
1636710,1.3,Kannika,12-May-11,Lead
1637110,1.3,Kannika,14-Oct-11,Lead
2166558,1.3,Achara,17-Jan-13,Lead
2188427,1.3,Kohsoom,23-May-13,Lead
2566895,1.3,Decha,16-Aug-14,Lead
2563790,1.305,Boonsri,23-Apr-14,Lead
159783,1.31,Boonsri,07-Dec-01,Lead
2561280,1.31,Boonsri,15-Mar-14,Lead
2564337,1.31,Boonsri,23-Oct-14,Lead
3444117,1.31,Kannika,12-Mar-15,Lead
790902,1.311,Boonsri,09-Mar-07,Lead
521776,1.312,Sakda,12-Nov-04,Lead
522331,1.313,Sakda,22-May-04,Lead
238996,1.32,Busarakhan,20-Apr-02,Lead
502649,1.322,Boonsri,25-Jun-04,Lead
518919,1.323,Kannika,11-Dec-04,Lead
2562086,1.324,Boonsri,23-Oct-14,Lead
514538,1.33,Somchair,30-May-04,Lead
502895,1.337,Boonsri,24-Sep-04,Lead
3444667,1.35,Kannika,12-Mar-15,Lead
300923,1.359,Busarakhan,12-Jul-03,Lead
237511,1.36,Chai,21-Jun-02,Lead
293289,1.36,Boonsri,23-Oct-03,Lead
2567118,1.36,Decha,10-Dec-14,Lead
3385574,1.36,Decha,22-May-15,Lead
3303194,1.36,Sakda,11-Jun-16,Lead
801499,1.368,Chai,23-Mar-07,Lead
3446646,1.37,Sakda,08-Oct-15,Lead
818583,1.379,Sakda,15-Mar-07,Lead
3302659,1.38,Sakda,11-Jun-16,Lead
520283,1.383,Kannika,12-Nov-04,Lead
3301190,1.39,Kannika,02-Oct-16,Lead
905578,1.4,Somchair,03-Feb-08,Lead
914609,1.4,Sakda,12-Oct-08,Lead
902783,1.4,Chai,17-Oct-08,Lead
902856,1.4,Chai,15-Nov-08,Lead
915674,1.4,Sakda,12-Dec-08,Lead
1020446,1.4,Kannika,17-Apr-09,Lead
1010295,1.4,Busarakhan,25-May-09,Lead
1010362,1.4,Busarakhan,28-Jun-09,Lead
1021805,1.4,Kannika,08-Aug-09,Lead
1026359,1.4,Sakda,08-Aug-09,Lead
1010611,1.4,Busarakhan,30-Oct-09,Lead
1026602,1.4,Sakda,13-Nov-09,Lead
1009951,1.4,Somchair,14-Nov-09,Lead
1009202,1.4,Chai,05-Dec-09,Lead
1020958,1.4,Kannika,05-Dec-09,Lead
1350336,1.4,Kannika,10-Jan-10,Lead
1350999,1.4,Sakda,07-Feb-10,Lead
1352217,1.4,Sakda,07-Feb-10,Lead
1349832,1.4,Kannika,12-Mar-10,Lead
1350441,1.4,Kannika,12-Mar-10,Lead
1352314,1.4,Sakda,08-Apr-10,Lead
1341437,1.4,Chai,16-Apr-10,Lead
1324735,1.4,Boonsri,22-Apr-10,Lead
1342729,1.4,Chai,09-May-10,Lead
1349317,1.4,Kannika,14-May-10,Lead
1344043,1.4,Chai,17-Jun-10,Lead
1341733,1.4,Chai,15-Jul-10,Lead
1351857,1.4,Sakda,18-Jul-10,Lead
1328651,1.4,Achara,12-Aug-10,Lead
1350693,1.4,Kannika,14-Aug-10,Lead
1350136,1.4,Kannika,02-Sep-10,Lead
1349579,1.4,Kannika,15-Oct-10,Lead
1351406,1.4,Sakda,15-Oct-10,Lead
1352624,1.4,Sakda,15-Oct-10,Lead
1352674,1.4,Sakda,10-Nov-10,Lead
1342124,1.4,Chai,13-Nov-10,Lead
1344528,1.4,Chai,13-Nov-10,Lead
1637350,1.4,Kannika,10-Feb-11,Lead
1638243,1.4,Sakda,10-Feb-11,Lead
1630498,1.4,Chai,11-Feb-11,Lead
1635923,1.4,Kannika,18-Jun-11,Lead
1637922,1.4,Kannika,09-Sep-11,Lead
1640502,1.4,Sakda,09-Sep-11,Lead
1616822,1.4,Busarakhan,16-Nov-11,Lead
1638976,1.4,Sakda,09-Dec-11,Lead
2218211,1.4,Kannika,11-Feb-12,Lead
2562695,1.412,Boonsri,23-Apr-14,Lead
229260,1.42,Boonsri,25-Apr-02,Lead
243474,1.42,Kannika,22-Jun-02,Lead
304493,1.42,Sakda,20-Nov-03,Lead
3446180,1.42,Sakda,10-Dec-15,Lead
511817,1.428,Chai,21-Nov-04,Lead
305199,1.43,Sakda,20-Nov-03,Lead
3301943,1.43,Sakda,11-Feb-16,Lead
2162976,1.435,Boonsri,14-Dec-13,Lead
2161943,1.447,Boonsri,14-Dec-13,Lead
245564,1.45,Sakda,22-Jun-02,Lead
789662,1.452,Boonsri,10-May-07,Lead
238275,1.46,Somchair,20-Apr-02,Lead
2561428,1.466,Boonsri,23-Apr-14,Lead
618546,1.467,Sakda,13-May-05,Lead
813364,1.468,Kannika,11-Aug-07,Lead
3302478,1.47,Sakda,11-Feb-16,Lead
3301709,1.47,Kannika,16-Sep-16,Lead
801744,1.474,Chai,31-May-07,Lead
804906,1.474,Chai,31-May-07,Lead
3446323,1.48,Sakda,12-Mar-15,Lead
3301286,1.48,Kannika,02-Dec-16,Lead
801363,1.488,Chai,27-Jan-07,Lead
511521,1.491,Chai,16-May-04,Lead
804691,1.496,Chai,23-Mar-07,Lead
1026231,1.5,Sakda,12-Jun-09,Lead
1007373,1.5,Chai,09-Jul-09,Lead
1020646,1.5,Kannika,11-Jul-09,Lead
1022962,1.5,Kannika,08-Aug-09,Lead
1008816,1.5,Chai,23-Aug-09,Lead
1006252,1.5,Chai,19-Oct-09,Lead
1327309,1.5,Busarakhan,24-Jan-10,Lead
1349172,1.5,Kannika,07-Feb-10,Lead
1351608,1.5,Sakda,07-Feb-10,Lead
1338688,1.5,Tansanee,11-Mar-10,Lead
1341343,1.5,Chai,18-Mar-10,Lead
1349878,1.5,Kannika,08-Apr-10,Lead
1351144,1.5,Sakda,14-May-10,Lead
1338796,1.5,Tansanee,05-Jun-10,Lead
1338832,1.5,Tansanee,09-Jul-10,Lead
1350030,1.5,Kannika,18-Jul-10,Lead
1350639,1.5,Kannika,18-Jul-10,Lead
1351248,1.5,Sakda,18-Jul-10,Lead
1338873,1.5,Tansanee,22-Jul-10,Lead
1344235,1.5,Chai,11-Aug-10,Lead
1350084,1.5,Kannika,14-Aug-10,Lead
1327653,1.5,Busarakhan,28-Aug-10,Lead
1349527,1.5,Kannika,02-Sep-10,Lead
1352572,1.5,Sakda,02-Sep-10,Lead
1350797,1.5,Kannika,15-Oct-10,Lead
1351456,1.5,Sakda,10-Nov-10,Lead
1352065,1.5,Sakda,10-Nov-10,Lead
1327803,1.5,Busarakhan,27-Nov-10,Lead
1629358,1.5,Chai,14-Jan-11,Lead
1636401,1.5,Kannika,15-Jan-11,Lead
1637287,1.5,Kannika,15-Jan-11,Lead
1636464,1.5,Kannika,10-Feb-11,Lead
1629439,1.5,Chai,11-Feb-11,Lead
1636507,1.5,Kannika,12-Feb-11,Lead
1637393,1.5,Kannika,12-Feb-11,Lead
1636633,1.5,Kannika,06-Apr-11,Lead
1637519,1.5,Kannika,06-Apr-11,Lead
1638377,1.5,Sakda,07-Apr-11,Lead
1639317,1.5,Sakda,12-May-11,Lead
1640179,1.5,Sakda,12-May-11,Lead
1616580,1.5,Busarakhan,27-May-11,Lead
1637695,1.5,Kannika,18-Jun-11,Lead
1640278,1.5,Sakda,18-Jun-11,Lead
1636881,1.5,Kannika,14-Jul-11,Lead
1637036,1.5,Kannika,09-Sep-11,Lead
1639640,1.5,Sakda,09-Sep-11,Lead
1636224,1.5,Kannika,14-Oct-11,Lead
1640700,1.5,Sakda,09-Dec-11,Lead
3446226,1.51,Sakda,08-Jan-15,Lead
3302838,1.51,Sakda,01-Oct-16,Lead
514611,1.515,Somchair,02-Jul-04,Lead
2566845,1.52,Decha,17-Jul-14,Lead
3443974,1.52,Kannika,10-Dec-15,Lead
3445629,1.52,Sakda,10-Dec-15,Lead
294038,1.522,Boonsri,18-Dec-03,Lead
2166347,1.53,Decha,07-Sep-13,Lead
2623243,1.53,Kannika,06-Nov-14,Lead
3443885,1.53,Kannika,08-Oct-15,Lead
3303373,1.53,Sakda,01-Oct-16,Lead
294525,1.54,Boonsri,23-Oct-03,Lead
3445540,1.54,Sakda,08-Oct-15,Lead
512627,1.55,Chai,18-Jun-04,Lead
789461,1.551,Boonsri,09-Mar-07,Lead
522493,1.557,Sakda,12-Nov-04,Lead
304463,1.56,Sakda,23-Oct-03,Lead
3300720,1.56,Kannika,02-Dec-16,Lead
3444528,1.57,Kannika,10-Dec-15,Lead
687316,1.571,Boonsri,21-Sep-06,Lead
2564071,1.578,Boonsri,23-Jul-14,Lead
300655,1.58,Somchair,09-Oct-03,Lead
3445724,1.58,Sakda,12-Feb-15,Lead
3385715,1.58,Decha,20-Aug-15,Lead
614472,1.584,Kannika,16-Jan-05,Lead
814488,1.584,Kannika,11-Aug-07,Lead
298520,1.59,Chai,20-Apr-03,Lead
293356,1.59,Boonsri,27-Nov-03,Lead
904648,1.6,Chai,28-Apr-08,Lead
915563,1.6,Sakda,12-Oct-08,Lead
903991,1.6,Chai,15-Nov-08,Lead
914720,1.6,Sakda,12-Dec-08,Lead
1021541,1.6,Kannika,17-Apr-09,Lead
1009519,1.6,Somchair,25-May-09,Lead
1011448,1.6,Achara,11-Jul-09,Lead
1020900,1.6,Kannika,13-Nov-09,Lead
1025454,1.6,Sakda,13-Nov-09,Lead
1349223,1.6,Kannika,12-Mar-10,Lead
1628299,1.6,Chai,14-Jan-11,Lead
1628452,1.6,Chai,09-Mar-11,Lead
1636809,1.6,Kannika,18-Jun-11,Lead
1616622,1.6,Busarakhan,29-Jun-11,Lead
1635995,1.6,Kannika,14-Jul-11,Lead
1637767,1.6,Kannika,14-Jul-11,Lead
1616664,1.6,Busarakhan,03-Aug-11,Lead
1636150,1.6,Kannika,09-Sep-11,Lead
1617858,1.6,Achara,13-Oct-11,Lead
1629072,1.6,Chai,17-Oct-11,Lead
1638061,1.6,Kannika,11-Nov-11,Lead
2219429,1.6,Sakda,11-Feb-12,Lead
2219839,1.6,Sakda,11-Feb-12,Lead
1968098,1.6,Achara,16-Jun-12,Lead
2580617,1.6,Chai,06-Nov-14,Lead
513891,1.603,Chai,17-Sep-04,Lead
294656,1.607,Boonsri,18-Dec-03,Lead
165649,1.61,Kohsoom,09-Dec-01,Lead
238324,1.61,Somchair,22-Jun-02,Lead
3445171,1.61,Sakda,12-Feb-15,Lead
605466,1.613,Chai,22-Sep-05,Lead
305073,1.625,Sakda,24-Jul-03,Lead
299420,1.629,Chai,10-Jul-03,Lead
3445122,1.63,Sakda,08-Jan-15,Lead
3301853,1.63,Kannika,02-Dec-16,Lead
608864,1.636,Busarakhan,14-Aug-05,Lead
618805,1.637,Sakda,14-Oct-05,Lead
238966,1.64,Busarakhan,29-Mar-02,Lead
617355,1.647,Sakda,16-Jan-05,Lead
617506,1.648,Sakda,08-Apr-05,Lead
