id,value,location,sample date,measure
520207,18.3,Kannika,19-Aug-04,Sulphates
236589,18.4,Chai,13-Jul-02,Sulphates
710133,18.4,Sakda,11-May-06,Sulphates
1613722,18.5,Boonsri,23-Jun-11,Sulphates
304226,18.6,Sakda,21-Feb-03,Sulphates
1011230,18.6,Achara,13-Feb-09,Sulphates
590726,18.700001,Boonsri,25-Nov-05,Sulphates
299983,18.79,Chai,13-Jun-03,Sulphates
511811,18.8,Chai,21-Nov-04,Sulphates
683942,18.8,Boonsri,24-Aug-06,Sulphates
2579909,18.89,Chai,08-Mar-14,Sulphates
521673,18.9,Sakda,19-Aug-04,Sulphates
3396265,18.9,Chai,20-May-15,Sulphates
522445,19,Sakda,03-Sep-04,Sulphates
791421,19,Boonsri,19-Jul-07,Sulphates
512553,19.04,Chai,16-May-04,Sulphates
160177,19.1,Boonsri,20-Jan-01,Sulphates
519438,19.1,Kannika,12-Jun-04,Sulphates
511772,19.1,Chai,11-Oct-04,Sulphates
801308,19.1,Chai,18-Jan-07,Sulphates
2624549,19.19,Sakda,22-Aug-14,Sulphates
245023,19.2,Sakda,21-Nov-02,Sulphates
305116,19.2,Sakda,28-Aug-03,Sulphates
245606,19.3,Sakda,23-Aug-02,Sulphates
3279492,19.3,Boonsri,16-Jun-16,Sulphates
2178676,19.33,Chai,04-Oct-13,Sulphates
591993,19.34,Boonsri,22-Jul-05,Sulphates
3301087,19.36,Kannika,07-Aug-16,Sulphates
236335,19.4,Chai,01-Feb-02,Sulphates
303554,19.4,Kannika,21-Mar-03,Sulphates
520885,19.4,Sakda,10-Jul-04,Sulphates
2640,19.5,Boonsri,07-Nov-98,Sulphates
227601,19.5,Boonsri,27-Jun-02,Sulphates
903720,19.6,Chai,07-Jul-08,Sulphates
511461,19.63,Chai,12-Apr-04,Sulphates
518873,19.7,Kannika,09-Oct-04,Sulphates
522473,19.7,Sakda,09-Oct-04,Sulphates
697276,19.7,Chai,09-Jul-06,Sulphates
3386128,19.7,Achara,20-Jun-15,Sulphates
698689,19.8,Chai,09-Jul-06,Sulphates
300309,19.88,Chai,14-Dec-03,Sulphates
303901,20,Kannika,21-Mar-03,Sulphates
304749,20,Sakda,28-Aug-03,Sulphates
615812,20,Kannika,12-Aug-05,Sulphates
684313,20,Boonsri,07-Dec-06,Sulphates
1963530,20.01,Boonsri,23-Sep-12,Sulphates
304879,20.1,Sakda,24-Jan-03,Sulphates
686603,20.16,Boonsri,24-Feb-06,Sulphates
593503,20.18,Boonsri,10-Jun-05,Sulphates
2178596,20.19,Chai,06-Sep-13,Sulphates
502674,20.2,Boonsri,09-Jul-04,Sulphates
591929,20.200001,Boonsri,08-Jul-05,Sulphates
244237,20.3,Sakda,21-Sep-02,Sulphates
699931,20.3,Chai,23-Apr-06,Sulphates
699227,20.34,Chai,10-Dec-06,Sulphates
3382746,20.363,Boonsri,19-Mar-15,Sulphates
3280335,20.38,Boonsri,28-May-16,Sulphates
700609,20.41,Chai,10-Dec-06,Sulphates
789249,20.5,Boonsri,11-Jan-07,Sulphates
1326189,20.5,Boonsri,19-May-10,Sulphates
1964785,20.5,Boonsri,24-Mar-12,Sulphates
1963756,20.53,Boonsri,13-Dec-12,Sulphates
2180544,20.59,Chai,06-Sep-13,Sulphates
237277,20.6,Chai,01-Feb-02,Sulphates
513913,20.6,Chai,11-Oct-04,Sulphates
2219150,20.71,Sakda,08-Jun-12,Sulphates
614461,20.799999,Kannika,16-Jan-05,Sulphates
904842,20.8,Chai,07-Jul-08,Sulphates
521746,20.9,Sakda,09-Oct-04,Sulphates
3283648,20.9,Achara,11-Jun-16,Sulphates
3278512,20.93,Boonsri,16-Jun-16,Sulphates
244140,21,Sakda,18-May-02,Sulphates
242906,21,Kannika,26-Oct-02,Sulphates
805127,21.06,Chai,04-Aug-07,Sulphates
2219180,21.06,Sakda,13-Jul-12,Sulphates
501777,21.1,Boonsri,05-Nov-04,Sulphates
1328115,21.11,Decha,16-Jul-10,Sulphates
1614281,21.12,Boonsri,20-Jan-11,Sulphates
3445763,21.12,Sakda,12-Mar-15,Sulphates
708570,21.25,Kannika,07-Dec-06,Sulphates
236632,21.3,Chai,10-Aug-02,Sulphates
697738,21.33,Chai,10-Dec-06,Sulphates
803676,21.37,Chai,12-Sep-07,Sulphates
709539,21.42,Kannika,07-Dec-06,Sulphates
293968,21.5,Boonsri,27-Nov-03,Sulphates
3301654,21.51,Kannika,07-Aug-16,Sulphates
503676,21.6,Boonsri,23-Apr-04,Sulphates
700342,21.6,Chai,02-Sep-06,Sulphates
1615530,21.6,Boonsri,20-Jul-11,Sulphates
2186836,21.6,Sakda,12-Oct-13,Sulphates
3445210,21.61,Sakda,12-Mar-15,Sulphates
1328045,21.64,Decha,19-May-10,Sulphates
303317,21.7,Kannika,24-Jul-03,Sulphates
512884,21.7,Chai,11-Oct-04,Sulphates
685249,21.7,Boonsri,25-May-06,Sulphates
2218157,21.7,Kannika,14-Jan-12,Sulphates
615478,21.700001,Kannika,16-Jan-05,Sulphates
3446314,21.72,Sakda,12-Mar-15,Sulphates
3301750,21.76,Kannika,02-Oct-16,Sulphates
3283567,21.8,Achara,16-Apr-16,Sulphates
2219560,21.89,Sakda,08-Jun-12,Sulphates
304322,21.9,Sakda,22-May-03,Sulphates
304661,21.9,Sakda,22-May-03,Sulphates
902584,21.9,Chai,07-Jul-08,Sulphates
3283489,21.9,Achara,12-Feb-16,Sulphates
685427,21.93,Boonsri,13-Jul-06,Sulphates
236773,22,Chai,24-Oct-02,Sulphates
617444,22,Sakda,11-Mar-05,Sulphates
613864,22,Kannika,12-Aug-05,Sulphates
603898,22,Chai,18-Aug-05,Sulphates
687164,22,Boonsri,10-Aug-06,Sulphates
2179648,22.01,Chai,04-Oct-13,Sulphates
2562306,22.02,Boonsri,05-Dec-14,Sulphates
2578915,22.06,Chai,08-Mar-14,Sulphates
3301183,22.08,Kannika,02-Oct-16,Sulphates
815165,22.1,Kannika,11-Jan-07,Sulphates
2185633,22.1,Kannika,08-Nov-13,Sulphates
3279430,22.17,Boonsri,28-May-16,Sulphates
236407,22.2,Chai,31-Mar-02,Sulphates
712077,22.2,Sakda,11-May-06,Sulphates
698631,22.2,Chai,18-Jun-06,Sulphates
1615124,22.25,Boonsri,20-Jan-11,Sulphates
3381880,22.266,Boonsri,19-Mar-15,Sulphates
41314,22.3,Boonsri,05-Nov-99,Sulphates
304533,22.3,Sakda,24-Jan-03,Sulphates
2185179,22.35,Kannika,11-Oct-13,Sulphates
228516,22.4,Boonsri,27-Jun-02,Sulphates
299259,22.45,Chai,18-May-03,Sulphates
299391,22.45,Chai,06-Jul-03,Sulphates
903838,22.45,Chai,11-Sep-08,Sulphates
303193,22.5,Kannika,21-Mar-03,Sulphates
791023,22.5,Boonsri,06-Apr-07,Sulphates
1613798,22.5,Boonsri,20-Jul-11,Sulphates
293350,22.6,Boonsri,27-Nov-03,Sulphates
2218568,22.6,Kannika,14-Jan-12,Sulphates
1326034,22.68,Boonsri,18-Feb-10,Sulphates
2218380,22.69,Kannika,13-Jul-12,Sulphates
242801,22.7,Kannika,25-Jul-02,Sulphates
805209,22.7,Chai,12-Sep-07,Sulphates
3280397,22.74,Boonsri,16-Jun-16,Sulphates
1613310,22.75,Boonsri,20-Jan-11,Sulphates
902702,22.78,Chai,11-Sep-08,Sulphates
514676,22.8,Somchair,04-Sep-04,Sulphates
711481,22.8,Sakda,07-Dec-06,Sulphates
244210,22.9,Sakda,23-Aug-02,Sulphates
304194,22.9,Sakda,24-Jan-03,Sulphates
3300523,22.97,Kannika,07-Aug-16,Sulphates
242096,23,Kannika,25-Jul-02,Sulphates
520795,23,Sakda,23-Apr-04,Sulphates
604836,23,Chai,17-Mar-05,Sulphates
697059,23,Chai,23-Apr-06,Sulphates
2219590,23.01,Sakda,13-Jul-12,Sulphates
3300618,23.02,Kannika,02-Oct-16,Sulphates
2577919,23.03,Chai,08-Mar-14,Sulphates
615759,23.1,Kannika,08-Jul-05,Sulphates
1351951,23.1,Sakda,02-Sep-10,Sulphates
1343114,23.1,Chai,04-Sep-10,Sulphates
42059,23.2,Boonsri,05-Nov-99,Sulphates
229373,23.2,Boonsri,27-Jun-02,Sulphates
503732,23.2,Boonsri,28-May-04,Sulphates
904782,23.2,Chai,12-Jun-08,Sulphates
1011326,23.2,Achara,17-Apr-09,Sulphates
3301846,23.29,Kannika,02-Dec-16,Sulphates
244191,23.4,Sakda,20-Jul-02,Sulphates
815224,23.4,Kannika,08-Feb-07,Sulphates
2219992,23.49,Sakda,13-Jul-12,Sulphates
298450,23.5,Chai,19-Mar-03,Sulphates
1352004,23.5,Sakda,15-Oct-10,Sulphates
1352613,23.5,Sakda,15-Oct-10,Sulphates
2217754,23.5,Kannika,14-Jan-12,Sulphates
242823,23.53,Kannika,21-Aug-02,Sulphates
300336,23.6,Chai,21-Dec-03,Sulphates
521524,23.6,Sakda,23-Apr-04,Sulphates
502643,23.6,Boonsri,25-Jun-04,Sulphates
699025,23.6,Chai,08-Oct-06,Sulphates
697644,23.6,Chai,15-Nov-06,Sulphates
2184799,23.6,Kannika,08-Nov-13,Sulphates
2185216,23.6,Kannika,08-Nov-13,Sulphates
801953,23.68,Chai,04-Aug-07,Sulphates
685309,23.71,Boonsri,08-Jun-06,Sulphates
293283,23.8,Boonsri,23-Oct-03,Sulphates
294586,23.9,Boonsri,27-Nov-03,Sulphates
502495,23.9,Boonsri,23-Apr-04,Sulphates
913502,23.9,Sakda,11-Jul-08,Sulphates
1351395,23.9,Sakda,15-Oct-10,Sulphates
3380896,23.92,Boonsri,19-Mar-15,Sulphates
2680,24,Boonsri,05-Dec-98,Sulphates
235832,24,Chai,24-Oct-02,Sulphates
613613,24,Kannika,11-Mar-05,Sulphates
606345,24,Chai,17-Mar-05,Sulphates
605345,24,Chai,18-Aug-05,Sulphates
603993,24,Chai,22-Sep-05,Sulphates
683519,24,Boonsri,27-Apr-06,Sulphates
687537,24,Boonsri,07-Dec-06,Sulphates
911681,24,Kannika,08-Aug-08,Sulphates
912681,24,Kannika,12-Oct-08,Sulphates
3439102,24,Chai,09-Jan-15,Sulphates
2185141,24.05,Kannika,08-Sep-13,Sulphates
299862,24.06,Chai,20-Apr-03,Sulphates
3293995,24.08,Chai,02-Jul-16,Sulphates
299833,24.1,Chai,29-Mar-03,Sulphates
501594,24.1,Boonsri,27-Aug-04,Sulphates
1351342,24.1,Sakda,02-Sep-10,Sulphates
1639306,24.1,Sakda,12-May-11,Sulphates
911831,24.18,Kannika,07-Nov-08,Sulphates
229665,24.2,Boonsri,12-Dec-02,Sulphates
502718,24.2,Boonsri,23-Jul-04,Sulphates
903506,24.2,Chai,28-Apr-08,Sulphates
3395940,24.2,Chai,09-Jan-15,Sulphates
593831,24.200001,Boonsri,09-Sep-05,Sulphates
298514,24.22,Chai,20-Apr-03,Sulphates
3301279,24.26,Kannika,02-Dec-16,Sulphates
708157,24.3,Kannika,11-May-06,Sulphates
698915,24.3,Chai,02-Sep-06,Sulphates
1350124,24.3,Kannika,02-Sep-10,Sulphates
686892,24.4,Boonsri,25-May-06,Sulphates
699118,24.4,Chai,15-Nov-06,Sulphates
1344314,24.4,Chai,04-Sep-10,Sulphates
791483,24.48,Boonsri,23-Aug-07,Sulphates
520117,24.5,Kannika,22-May-04,Sulphates
511564,24.5,Chai,18-Jun-04,Sulphates
1011152,24.5,Decha,12-Dec-09,Sulphates
3443736,24.56,Kannika,02-Jul-15,Sulphates
304599,24.6,Sakda,20-Mar-03,Sulphates
305006,24.6,Sakda,22-May-03,Sulphates
304025,24.6,Kannika,24-Jul-03,Sulphates
2219373,24.6,Sakda,14-Jan-12,Sulphates
803576,24.65,Chai,04-Aug-07,Sulphates
244841,24.7,Sakda,18-May-02,Sulphates
244358,24.7,Sakda,14-Dec-02,Sulphates
501302,24.7,Boonsri,09-Apr-04,Sulphates
1980005,24.7,Chai,01-Nov-12,Sulphates
3296576,24.7,Chai,08-Oct-16,Sulphates
603714,24.700001,Chai,13-Jun-05,Sulphates
3301232,24.73,Kannika,11-Nov-16,Sulphates
2179568,24.75,Chai,06-Sep-13,Sulphates
236611,24.8,Chai,24-Jul-02,Sulphates
711081,24.8,Sakda,11-May-06,Sulphates
910764,24.8,Kannika,08-Aug-08,Sulphates
912587,24.8,Kannika,08-Aug-08,Sulphates
1614044,24.8,Boonsri,26-Oct-11,Sulphates
3301799,24.84,Kannika,11-Nov-16,Sulphates
3381728,24.87,Boonsri,09-Jan-15,Sulphates
2185596,24.88,Kannika,11-Oct-13,Sulphates
2217931,24.89,Kannika,08-Jun-12,Sulphates
501272,24.9,Boonsri,26-Mar-04,Sulphates
519474,24.9,Kannika,10-Jul-04,Sulphates
513862,24.9,Chai,09-Sep-04,Sulphates
904640,24.9,Chai,28-Apr-08,Sulphates
913692,24.9,Sakda,07-Nov-08,Sulphates
1344129,24.9,Chai,15-Jul-10,Sulphates
512406,25,Chai,12-Mar-04,Sulphates
520178,25,Kannika,10-Jul-04,Sulphates
616496,25,Sakda,11-Mar-05,Sulphates
614849,25,Kannika,12-Aug-05,Sulphates
606785,25,Chai,18-Aug-05,Sulphates
606878,25,Chai,22-Sep-05,Sulphates
604087,25,Chai,10-Oct-05,Sulphates
605564,25,Chai,10-Oct-05,Sulphates
710221,25,Sakda,13-Jul-06,Sulphates
697566,25,Chai,08-Oct-06,Sulphates
818457,25,Sakda,11-Jan-07,Sulphates
914507,25,Sakda,08-Aug-08,Sulphates
915611,25,Sakda,07-Nov-08,Sulphates
1352560,25,Sakda,02-Sep-10,Sulphates
299552,25.01,Chai,12-Oct-03,Sulphates
905033,25.02,Chai,17-Oct-08,Sulphates
3444837,25.02,Kannika,02-Jul-15,Sulphates
3300713,25.02,Kannika,02-Dec-16,Sulphates
3300666,25.06,Kannika,11-Nov-16,Sulphates
1324785,25.07,Boonsri,19-May-10,Sulphates
167795,25.1,Chai,22-Nov-01,Sulphates
299166,25.1,Chai,29-Mar-03,Sulphates
712439,25.1,Sakda,07-Dec-06,Sulphates
1007601,25.1,Chai,19-Oct-09,Sulphates
1341294,25.1,Chai,28-Feb-10,Sulphates
1342721,25.1,Chai,09-May-10,Sulphates
1349515,25.1,Kannika,02-Sep-10,Sulphates
3278353,25.13,Boonsri,28-Apr-16,Sulphates
710329,25.16,Sakda,07-Sep-06,Sulphates
1007105,25.16,Chai,18-Apr-09,Sulphates
2562969,25.16,Boonsri,23-Jul-14,Sulphates
2163829,25.17,Boonsri,18-Oct-13,Sulphates
2186873,25.17,Sakda,08-Nov-13,Sulphates
3301559,25.18,Kannika,03-Jun-16,Sulphates
1020501,25.2,Kannika,08-May-09,Sulphates
1005972,25.2,Chai,09-Jul-09,Sulphates
3380711,25.21,Boonsri,09-Jan-15,Sulphates
591812,25.25,Boonsri,10-Jun-05,Sulphates
299196,25.29,Chai,20-Apr-03,Sulphates
502415,25.3,Boonsri,26-Mar-04,Sulphates
503935,25.3,Boonsri,27-Aug-04,Sulphates
683623,25.3,Boonsri,25-May-06,Sulphates
1349310,25.3,Kannika,14-May-10,Sulphates
1344418,25.3,Chai,13-Oct-10,Sulphates
1638444,25.3,Sakda,12-May-11,Sulphates
2219783,25.3,Sakda,14-Jan-12,Sulphates
1008467,25.37,Chai,18-Apr-09,Sulphates
237576,25.4,Chai,10-Aug-02,Sulphates
304260,25.4,Sakda,20-Mar-03,Sulphates
503866,25.4,Boonsri,23-Jul-04,Sulphates
1006110,25.4,Chai,31-Aug-09,Sulphates
1025290,25.4,Sakda,07-Sep-09,Sulphates
1006135,25.4,Chai,22-Sep-09,Sulphates
1024320,25.4,Sakda,13-Nov-09,Sulphates
1342446,25.4,Chai,20-Feb-10,Sulphates
1341429,25.4,Chai,16-Apr-10,Sulphates
1350018,25.4,Kannika,18-Jul-10,Sulphates
1351236,25.4,Sakda,18-Jul-10,Sulphates
1350072,25.4,Kannika,14-Aug-10,Sulphates
1965242,25.45,Boonsri,23-Sep-12,Sulphates
519364,25.5,Kannika,24-Apr-04,Sulphates
812943,25.5,Kannika,11-Jan-07,Sulphates
1349463,25.5,Kannika,14-Aug-10,Sulphates
237555,25.6,Chai,24-Jul-02,Sulphates
235680,25.6,Chai,10-Aug-02,Sulphates
303704,25.6,Kannika,27-Aug-03,Sulphates
522297,25.6,Sakda,23-Apr-04,Sulphates
700437,25.6,Chai,08-Oct-06,Sulphates
1351290,25.6,Sakda,14-Aug-10,Sulphates
1615454,25.6,Boonsri,23-Jun-11,Sulphates
298635,25.67,Chai,13-Jun-03,Sulphates
172577,25.7,Kannika,21-Dec-01,Sulphates
227484,25.7,Boonsri,25-Apr-02,Sulphates
294397,25.7,Boonsri,25-Jul-03,Sulphates
707198,25.7,Kannika,11-May-06,Sulphates
910858,25.7,Kannika,12-Oct-08,Sulphates
1007033,25.7,Chai,20-Mar-09,Sulphates
1350681,25.7,Kannika,14-Aug-10,Sulphates
1343218,25.7,Chai,13-Oct-10,Sulphates
1638303,25.7,Sakda,10-Mar-11,Sulphates
2218971,25.7,Sakda,14-Jan-12,Sulphates
3396173,25.7,Chai,03-Apr-15,Sulphates
3386047,25.7,Achara,18-Apr-15,Sulphates
605130,25.799999,Chai,13-Jun-05,Sulphates
603805,25.799999,Chai,23-Jul-05,Sulphates
245460,25.8,Sakda,24-Feb-02,Sulphates
299491,25.8,Chai,13-Sep-03,Sulphates
303471,25.8,Kannika,18-Dec-03,Sulphates
502567,25.8,Boonsri,28-May-04,Sulphates
915461,25.8,Sakda,08-Aug-08,Sulphates
1024262,25.8,Sakda,08-Oct-09,Sulphates
1352355,25.8,Sakda,14-May-10,Sulphates
1351845,25.8,Sakda,18-Jul-10,Sulphates
1341910,25.8,Chai,04-Sep-10,Sulphates
1980956,25.8,Chai,01-Nov-12,Sulphates
2561493,25.82,Boonsri,16-May-14,Sulphates
2561119,25.83,Boonsri,23-Jan-14,Sulphates
2562134,25.83,Boonsri,31-Oct-14,Sulphates
303615,25.9,Kannika,21-May-03,Sulphates
305068,25.9,Sakda,24-Jul-03,Sulphates
503011,25.9,Boonsri,05-Nov-04,Sulphates
1007760,25.9,Chai,21-Nov-09,Sulphates
298963,25.91,Chai,14-Dec-03,Sulphates
3300428,25.94,Kannika,03-Jun-16,Sulphates
804949,25.98,Chai,21-Jun-07,Sulphates
235383,26,Chai,01-Feb-02,Sulphates
245633,26,Sakda,21-Sep-02,Sulphates
518697,26,Kannika,24-Apr-04,Sulphates
603456,26,Chai,17-Mar-05,Sulphates
605455,26,Chai,22-Sep-05,Sulphates
606971,26,Chai,10-Oct-05,Sulphates
803265,26,Chai,18-May-07,Sulphates
903911,26,Chai,17-Oct-08,Sulphates
913583,26.01,Sakda,06-Sep-08,Sulphates
911722,26.01,Kannika,07-Sep-08,Sulphates
1021792,26.1,Kannika,08-Aug-09,Sulphates
1024104,26.1,Sakda,08-Aug-09,Sulphates
1008885,26.1,Chai,22-Sep-09,Sulphates
1022016,26.1,Kannika,13-Nov-09,Sulphates
1341242,26.1,Chai,20-Feb-10,Sulphates
1341479,26.1,Chai,23-Apr-10,Sulphates
1341880,26.1,Chai,26-Aug-10,Sulphates
1350733,26.1,Kannika,02-Sep-10,Sulphates
1639094,26.1,Sakda,10-Feb-11,Sulphates
1640027,26.1,Sakda,10-Mar-11,Sulphates
1640168,26.1,Sakda,12-May-11,Sulphates
3305584,26.111,Kohsoom,12-Dec-16,Sulphates
1006028,26.15,Chai,24-Jul-09,Sulphates
228456,26.2,Boonsri,23-May-02,Sulphates
293660,26.2,Boonsri,06-Jun-03,Sulphates
501820,26.2,Boonsri,26-Nov-04,Sulphates
914657,26.2,Sakda,07-Nov-08,Sulphates
902848,26.2,Chai,15-Nov-08,Sulphates
1008255,26.2,Chai,11-Jan-09,Sulphates
